X,Y,ID,LOCN,MPD_NAME,ADDRESS,CITY,ZIP,MPD_TYPE,MAP_TYPE,LABEL,MAP_DESC,MPD_DESC,LD,FULLNAME,CDSCODE,CHARTER,MAP_TYPE_MAPPING,TOOLTIP,NLA_URL
-118.303979846264355,34.076968164040665,507,2042,HARVARD ES,330 N HARVARD BLVD,LOS ANGELES,90004,E,ES,Harvard,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,Harvard Elementary School,19647330109314, ,ES,Name: Harvard Elementary School\nAddress: 330 N HARVARD BLVD LOS ANGELES 90004,navigatela/reports/lausd_school_report.cfm?PK=507
-118.217366945812557,33.980320499568634,508,8151,GAGE MS,2880 E GAGE AVE,HUNTINGTON PARK,90255,J,MS,Gage Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Henry T. Gage Middle School,19647336061469, ,MS,Name: Henry T. Gage Middle School\nAddress: 2880 E GAGE AVE HUNTINGTON PARK 90255,navigatela/reports/lausd_school_report.cfm?PK=508
-118.296998209967484,34.058027461714623,509,7780,UCLA COMMUNITY SCHOOL,3400 WILSHIRE BLVD,LOS ANGELES,90010,E,ES,UCLA Community School,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,UCLA Community School,19647330119693, ,ES,Name: UCLA Community School\nAddress: 3400 WILSHIRE BLVD LOS ANGELES 90010,navigatela/reports/lausd_school_report.cfm?PK=509
-118.479913256233729,34.239075994485965,510,8770,EINSTEIN CONT HS,15938 TUPPER ST,NORTH HILLS,91343,C,HS,Einstein Cont High,Continuation High School,Continuation High School,0,Albert Einstein Continuation High School,19647331931385, ,HS,Name: Albert Einstein Continuation High School\nAddress: 15938 TUPPER ST NORTH HILLS 91343,navigatela/reports/lausd_school_report.cfm?PK=510
-118.289894187003895,33.959569448377728,511,4020,BAKEWELL PC,8261 S BARING CROSS ST,LOS ANGELES,90044,EP,EP,Bakewell PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,"Danny J. Bakewell, Sr.  Primary Center",19647330109231, ,ES,"Name: Danny J. Bakewell, Sr.  Primary Center\nAddress: 8261 S BARING CROSS ST LOS ANGELES 90044",navigatela/reports/lausd_school_report.cfm?PK=511
-118.279622177190305,34.004688530243527,512,7654,WEST VERNON ES,4312 S GRAND AVE,LOS ANGELES,90037,E,ES,West Vernon Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,West Vernon Avenue Elementary School,19647336019889, ,ES,Name: West Vernon Avenue Elementary School\nAddress: 4312 S GRAND AVE LOS ANGELES 90037,navigatela/reports/lausd_school_report.cfm?PK=512
-118.276387207261521,33.971302420499626,513,6630,75TH ST ES,142 W 75TH ST,LOS ANGELES,90003,E,ES,75th St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,75th Street Elementary School,19647336019137, ,ES,Name: 75th Street Elementary School\nAddress: 142 W 75TH ST LOS ANGELES 90003,navigatela/reports/lausd_school_report.cfm?PK=513
-118.240133354819434,33.836828145453424,514,3384,DEL AMO ES,21228 WATER ST,CARSON,90745,E,ES,Del Amo,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Del Amo Elementary School,19647336016737, ,ES,Name: Del Amo Elementary School\nAddress: 21228 WATER ST CARSON 90745,navigatela/reports/lausd_school_report.cfm?PK=514
-118.416497466598827,34.196426902037402,515,8230,MADISON MS,13000 HART ST,NO HOLLYWOOD,91605,J,MS,Madison Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,James Madison Middle School,19647336061519, ,MS,Name: James Madison Middle School\nAddress: 13000 HART ST NO HOLLYWOOD 91605,navigatela/reports/lausd_school_report.cfm?PK=515
-118.256328891411059,34.010618254847955,516,3284,CENTER FOR ADVANCED LRNG,4016 S CENTRAL AVE,LOS ANGELES,90011,E,CSI,Center for Advanced Lrng,Independent Charter,Elementary School,0,Center for Advanced Learning,19647330115139, ,CHAR,Name: Center for Advanced Learning\nAddress: 4016 S CENTRAL AVE LOS ANGELES 90011,navigatela/reports/lausd_school_report.cfm?PK=516
-118.268661126023389,33.934899372987786,517,8087,LOCKE COLLEGE PREP ACAD HS,325 E. 111TH ST. 102 B,LOS ANGELES,90061,S,CCI,Locke College Prep Acad High,Independent Charter,High School,0,Alain Leroy Locke College Preparatory Academy High School,19647330118588,Y,CHAR,Name: Alain Leroy Locke College Preparatory Academy High School\nAddress: 325 E. 111TH ST. 102 B LOS ANGELES 90061,navigatela/reports/lausd_school_report.cfm?PK=517
-118.314678327867441,34.095897724642398,518,8696,BERNSTEIN HS,1309 N WILTON PL,HOLLYWOOD,90028,S,HS,Bernstein High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Helen Bernstein High School,19647330117069, ,HS,Name: Helen Bernstein High School\nAddress: 1309 N WILTON PL HOLLYWOOD 90028,navigatela/reports/lausd_school_report.cfm?PK=518
-118.23789935491429,33.943717498778547,519,5849,GRIFFITH JOYNER ES,1963 E 103RD ST,LOS ANGELES,90002,E,ES,Griffith-Joyner,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Florence Griffith Joyner Elementary School,19647336018527, ,ES,Name: Florence Griffith Joyner Elementary School\nAddress: 1963 E 103RD ST LOS ANGELES 90002,navigatela/reports/lausd_school_report.cfm?PK=519
-118.310477845501254,34.035769051635533,520,7301,24TH ST ES,2055 W 24TH ST,LOS ANGELES,90018,E,ES,24th St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,24th Street Elementary School,19647336019608, ,ES,Name: 24th Street Elementary School\nAddress: 2055 W 24TH ST LOS ANGELES 90018,navigatela/reports/lausd_school_report.cfm?PK=520
-118.325409370664858,33.976487344180399,521,7694,ALLIANCE RENEE AND MEYER LUSKIN HS,2941 W 70TH ST,LOS ANGELES,90043,S,CSI,Alliance Renee and Meyer Luskin High,Independent Charter,High School,0,Alliance Renee and Meyer Luskin High School,19647330124891, ,CHAR,Name: Alliance Renee and Meyer Luskin High School\nAddress: 2941 W 70TH ST LOS ANGELES 90043,navigatela/reports/lausd_school_report.cfm?PK=521
-118.267327679636225,33.957334691041581,522,7667,DYMALLY HS,8800 S SAN PEDRO DR,LOS ANGELES,90003,S,HS,Dymally High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Mervyn Dymally High School, , ,HS,Name: Mervyn Dymally High School\nAddress: 8800 S SAN PEDRO DR LOS ANGELES 90003,navigatela/reports/lausd_school_report.cfm?PK=522
-118.187330099414211,34.035467612892781,523,8214a,ALLIANCE MEDIA ARTS & ENT. DESIGN HS,113 S ROWAN AVE,LOS ANGELES,90063,S,CSI,Alliance Media Arts & Ent. Design HS,Independent Charter,High School,0,Alliance Media Arts and Entertainment Design High School,19647330116509, ,CHAR,Name: Alliance Media Arts and Entertainment Design High School\nAddress: 113 S ROWAN AVE LOS ANGELES 90063,navigatela/reports/lausd_school_report.cfm?PK=523
-118.462266972243512,33.997075276053984,524,2534,BROADWAY ES,1015 LINCOLN BLVD,VENICE,90291,E,ES,Broadway,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Broadway Elementary School,19647336016125, ,ES,Name: Broadway Elementary School\nAddress: 1015 LINCOLN BLVD VENICE 90291,navigatela/reports/lausd_school_report.cfm?PK=524
-118.320841205200281,34.105712508598558,525,3041,CHEREMOYA ES,6017 FRANKLIN AVE,LOS ANGELES,90028,E,ES,Cheremoya Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Cheremoya Avenue Elementary School,19647336016471, ,ES,Name: Cheremoya Avenue Elementary School\nAddress: 6017 FRANKLIN AVE LOS ANGELES 90028,navigatela/reports/lausd_school_report.cfm?PK=525
-118.292076658527392,34.07362876074081,526,2386,DEL OLMO ES,100 N NEW HAMPSHIRE AVE,LOS ANGELES,90004,E,ES,Del Olmo,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Frank del Olmo Elementary School,19647330111971, ,ES,Name: Frank del Olmo Elementary School\nAddress: 100 N NEW HAMPSHIRE AVE LOS ANGELES 90004,navigatela/reports/lausd_school_report.cfm?PK=526
-118.283227900489976,34.061849082941301,527,8216,LOS ANGELES ACADEMY OF ARTS AND ENTERPRISE,600 S LA FAYETTE PARK PL,LOS ANGELES,90057,EJ,CSI,LA Acad of Arts and Enterprise,Independent Charter,Span School,0,Los Angeles Academy of Arts and Enterprise,19647330110304, ,CHAR,Name: Los Angeles Academy of Arts and Enterprise\nAddress: 600 S LA FAYETTE PARK PL LOS ANGELES 90057,navigatela/reports/lausd_school_report.cfm?PK=527
-118.548419378175524,34.198684481633698,528,1908,LEICHMAN SP ED CTR,19034 GAULT ST,RESEDA,91335,H,HS,Leichman Spec Ed Ctr,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",Handicapped (Special Ed),0,Diane S. Leichman Special Education Center,19647331931633, ,HS,Name: Diane S. Leichman Special Education Center\nAddress: 19034 GAULT ST RESEDA 91335,navigatela/reports/lausd_school_report.cfm?PK=528
-118.457512523583688,34.261875793748708,529,6479,SAN JOSE ES,14928 CLYMER ST,MISSION HILLS,91345,E,ES,San Jose St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,San Jose Street Elementary School,19647336019038, ,ES,Name: San Jose Street Elementary School\nAddress: 14928 CLYMER ST MISSION HILLS 91345,navigatela/reports/lausd_school_report.cfm?PK=529
-118.41639118306793,34.177507573307743,530,8683,GRANT HS,13000 OXNARD ST,VAN NUYS,91401,S,HS,Grant High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Ulysses S. Grant High School,19647331933795, ,HS,Name: Ulysses S. Grant High School\nAddress: 13000 OXNARD ST VAN NUYS 91401,navigatela/reports/lausd_school_report.cfm?PK=530
-118.299165457706579,34.26561976571994,531,6096,PLAINVIEW ACADEMIC CHRTR ACAD,10819 PLAINVIEW AVE,TUJUNGA,91042,E,CCA,Plainview Academic Chrtr Acad,Charter Conversion Affiliated - Elementary School Level,Elementary School,0,Plainview Academic Charter Academy,19647336018725,Y,CHAR,Name: Plainview Academic Charter Academy\nAddress: 10819 PLAINVIEW AVE TUJUNGA 91042,navigatela/reports/lausd_school_report.cfm?PK=531
-118.436903795674297,34.029196590552949,532,1027,ELEMENTARY DIST 1,6519 EIGHTH AVE,LOS ANGELES,90043,R,A,Westside Admin Office,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Local District Office,0,Westside Administrative Office, , ,A,Name: Westside Administrative Office\nAddress: 6519 EIGHTH AVE LOS ANGELES 90043,navigatela/reports/lausd_school_report.cfm?PK=532
-118.257291567414825,34.002350475658687,533,2308,RIDE SMART ACAD,1041 E 46TH ST,LOS ANGELES,90011,E,ES,Ride SMART Acad,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Sally Ride Elementary School SMART Academy, , ,ES,Name: Sally Ride Elementary School SMART Academy\nAddress: 1041 E 46TH ST LOS ANGELES 90011,navigatela/reports/lausd_school_report.cfm?PK=533
-118.266797735355283,33.969439020325311,534,8650,FREMONT HS,7676 S SAN PEDRO,LOS ANGELES,90003,S,HS,Fremont High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Fremont High School,19647331933118, ,HS,Name: Fremont High School\nAddress: 7676 S SAN PEDRO LOS ANGELES 90003,navigatela/reports/lausd_school_report.cfm?PK=534
-118.206195392069176,34.031070041660499,535,3671,EUCLID ES,806 EUCLID AVE,LOS ANGELES,90023,E,ES,Euclid Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Euclid Avenue Elementary School,19647336016968, ,ES,Name: Euclid Avenue Elementary School\nAddress: 806 EUCLID AVE LOS ANGELES 90023,navigatela/reports/lausd_school_report.cfm?PK=535
-118.267063320846177,33.857775516667012,536,7205,TOWNE ES,18924 TOWNE AVE,CARSON,90746,E,ES,Towne Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Towne Avenue Elementary School,19647336019541, ,ES,Name: Towne Avenue Elementary School\nAddress: 18924 TOWNE AVE CARSON 90746,navigatela/reports/lausd_school_report.cfm?PK=536
-118.204576903289436,34.055044706287426,537,0601,PC-EAST CLS EMP OFF,2114 MARENGO ST,LOS ANGELES,90033,X,A,East Cls Emp Off,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,East Cls Emp Off, , ,A,Name: East Cls Emp Off\nAddress: 2114 MARENGO ST LOS ANGELES 90033,navigatela/reports/lausd_school_report.cfm?PK=537
-118.286298034196065,33.749597927627363,538,9180,HARBOR OCC CTR,740 N PACIFIC AVE,SAN PEDRO,90731,L,O,Harbor Occ Ctr,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Regional Occupation Center,0,Harbor Occupational Center,19647331930114, ,O,Name: Harbor Occupational Center\nAddress: 740 N PACIFIC AVE SAN PEDRO 90731,navigatela/reports/lausd_school_report.cfm?PK=538
-118.169325233839771,34.062957542298214,539,8826,ALLIANCE MARC & EVA STERN MATH & SCI,5151 STATE UNIVERSITY DR LOT 7,LOS ANGELES,90032,S,CSI,Alliance Stern Math & Sci,Independent Charter,High School,0,Alliance Marc & Eva Stern Math & Science,19647330111658, ,CHAR,Name: Alliance Marc & Eva Stern Math & Science\nAddress: 5151 STATE UNIVERSITY DR LOT 7 LOS ANGELES 90032,navigatela/reports/lausd_school_report.cfm?PK=539
-118.190878188696189,33.989159674093301,540,3849,FISHBURN ES,5701 FISHBURN AVE,MAYWOOD,90270,E,ES,Fishburn Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Fishburn Avenue Elementary School,19647336089700, ,ES,Name: Fishburn Avenue Elementary School\nAddress: 5701 FISHBURN AVE MAYWOOD 90270,navigatela/reports/lausd_school_report.cfm?PK=540
-118.274465203270083,33.987159096216388,541,2255,ASPIRE-INSKEEP ACAD,123 W 59TH ST,LOS ANGELES,90003,E,CSI,Aspire-Inskeep Acad,Independent Charter,Elementary School,0,Aspire-Inskeep Academy, , ,CHAR,Name: Aspire-Inskeep Academy\nAddress: 123 W 59TH ST LOS ANGELES 90003,navigatela/reports/lausd_school_report.cfm?PK=541
-118.290674677168809,33.969593271663697,542,0604,PC-MIDCITIES CLS EMP,944 W 77TH ST,LOS ANGELES,90044,X,A,Mid-Cities Class Emp,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,Mid-Cities Class Emp, , ,A,Name: Mid-Cities Class Emp\nAddress: 944 W 77TH ST LOS ANGELES 90044,navigatela/reports/lausd_school_report.cfm?PK=542
-118.251351511942303,34.009288984832445,543,8771,STUDENT EMPOWERMENT ACAD,1319 E 41ST ST,LOS ANGELES,90011,S,CCI,Student Empowerment Acad,Independent Charter,High School,0,Student Empowerment Academy,19647330112862,Y,CHAR,Name: Student Empowerment Academy\nAddress: 1319 E 41ST ST LOS ANGELES 90011,navigatela/reports/lausd_school_report.cfm?PK=543
-118.168462955984083,34.088913772301524,544,7640,CHAVEZ ES,5243 OAKLAND ST,LOS ANGELES,90032,E,ES,Chavez,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,Cesar Chavez Elementary School,19647330109439, ,ES,Name: Cesar Chavez Elementary School\nAddress: 5243 OAKLAND ST LOS ANGELES 90032,navigatela/reports/lausd_school_report.cfm?PK=544
-118.515319111367603,34.175197090549453,545,1959,LULL SP ED CTR,17551 MIRANDA ST,ENCINO,91316,H,SS,Lull Spec Ed Ctr,"Span School (Span School, Special Ed School)",Handicapped (Special Ed),0,Fred E. Lull Special Education Center,19647336018865, ,SS,Name: Fred E. Lull Special Education Center\nAddress: 17551 MIRANDA ST ENCINO 91316,navigatela/reports/lausd_school_report.cfm?PK=545
-118.329446017545379,34.009384447628037,546,8654,CRENSHAW ARTS - TECH,4120 11TH AVE,LOS ANGELES,90008,S,CSI,Crenshaw Arts - Tech HS,Independent Charter,High School,0,Crenshaw Arts and Technology Charter High School,19647330101659, ,CHAR,Name: Crenshaw Arts and Technology Charter High School\nAddress: 4120 11TH AVE LOS ANGELES 90008,navigatela/reports/lausd_school_report.cfm?PK=546
-118.292813594830719,34.102481577639971,547,4986,LOS FELIZ STEM MAG,1740 N NEW HAMPSHIRE AVE,LOS ANGELES,90027,ES,M,Los Feliz Stem Mag,Magnet School,Elementary School Magnet - Self Contained,0,Los Feliz Stem Magnet School,19647336017974, ,M,Name: Los Feliz Stem Magnet School\nAddress: 1740 N NEW HAMPSHIRE AVE LOS ANGELES 90027,navigatela/reports/lausd_school_report.cfm?PK=547
-118.438794960097127,34.247475628050523,548,2329,BEACHY ES,9757 BEACHY AVE,ARLETA,91331,E,ES,Beachy Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Beachy Avenue Elementary School,19647336015978, ,ES,Name: Beachy Avenue Elementary School\nAddress: 9757 BEACHY AVE ARLETA 91331,navigatela/reports/lausd_school_report.cfm?PK=548
-118.283120256017497,34.036601038906106,549,8626,ALLIANCE GRM ACAD HS,2023 UNION AVE,LOS ANGELES,90007,S,CSI,Alliance GRM Academy High,Independent Charter,High School,0,Alliance Gertz-Ressler Richard Merkin Academy High School,19647330106864, ,CHAR,Name: Alliance Gertz-Ressler Richard Merkin Academy High School\nAddress: 2023 UNION AVE LOS ANGELES 90007,navigatela/reports/lausd_school_report.cfm?PK=549
-118.513941688047353,34.278804766711389,550,9365,KENNEDY-SAN FERN AD,11254 GOTHIC AVE,GRANADA HILLS,91344,A,O,Rinaldi Adult Center,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Community Adult School,0,Rinaldi Adult Center, , ,O,Name: Rinaldi Adult Center\nAddress: 11254 GOTHIC AVE GRANADA HILLS 91344,navigatela/reports/lausd_school_report.cfm?PK=550
-118.205077234727611,34.131755028258951,551,8614,EAGLE ROCK HS,1750 YOSEMITE DR,LOS ANGELES,90041,EJ,SS,Eagle Rock High,"Span School (Span School, Special Ed School)",Span School,0,Eagle Rock High School,19647331932540, ,SS,Name: Eagle Rock High School\nAddress: 1750 YOSEMITE DR LOS ANGELES 90041,navigatela/reports/lausd_school_report.cfm?PK=551
-118.644363628627218,34.166685325110301,552,6103,PLATT RANCH ES,5345 WILHELMINA,WOODLAND HILLS,91364,CE,CES,Platt Ranch,Closed Elementary School,Closed Elementary School,0,Platt Ranch Elementary School, , ,CES,Name: Platt Ranch Elementary School\nAddress: 5345 WILHELMINA WOODLAND HILLS 91364,navigatela/reports/lausd_school_report.cfm?PK=552
-118.234986779173553,33.982840696004601,553,8866,MARQUEZ HS HPIAM,6361 COTTAGE ST,HUNTINGTON PARK,90255,S,HS,Marquez High HPIAM,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Linda Esperanza Marquez High School Huntington Park Institute of Applied Medicine, , ,HS,Name: Linda Esperanza Marquez High School Huntington Park Institute of Applied Medicine\nAddress: 6361 COTTAGE ST HUNTINGTON PARK 90255,navigatela/reports/lausd_school_report.cfm?PK=553
-118.247357992782966,34.036084747595368,554,8016,PARA LOS NIÑOS MIDDLE SCHOOL,835 STANFORD AVE,LOS ANGELES,90017,J,CSI,Para Los Niños MS,Independent Charter,Middle School,0,Para Los Niños Middle School,19647330117846, ,CHAR,Name: Para Los Niños Middle School\nAddress: 835 STANFORD AVE LOS ANGELES 90017,navigatela/reports/lausd_school_report.cfm?PK=554
-118.288082720218256,33.951497722610313,555,8170,HARTE PREP MS,9301 S HOOVER ST,LOS ANGELES,90044,J,MS,Harte Prep Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Bret Harte Preparatory Middle School,19647336058044, ,MS,Name: Bret Harte Preparatory Middle School\nAddress: 9301 S HOOVER ST LOS ANGELES 90044,navigatela/reports/lausd_school_report.cfm?PK=555
-118.277014104839012,34.017317344256597,556,8062,CLINTON MS,3500 SOUTH HILL ST,LOS ANGELES,90071,J,MS,Clinton Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,William Jefferson Clinton Middle School,19647330112011, ,MS,Name: William Jefferson Clinton Middle School\nAddress: 3500 SOUTH HILL ST LOS ANGELES 90071,navigatela/reports/lausd_school_report.cfm?PK=556
-118.30130793863249,33.882883615095018,557,8352,PEARY MS,1415 W GARDENA BLVD,GARDENA,90247,J,MS,Peary Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Robert E. Peary Middle School,19647336061576, ,MS,Name: Robert E. Peary Middle School\nAddress: 1415 W GARDENA BLVD GARDENA 90247,navigatela/reports/lausd_school_report.cfm?PK=557
-118.525363973482214,34.218458019384101,558,2767,CANTARA ES,17950 CANTARA ST,RESEDA,91335,E,ES,Cantara St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Cantara Street Elementary School,19647336016307, ,ES,Name: Cantara Street Elementary School\nAddress: 17950 CANTARA ST RESEDA 91335,navigatela/reports/lausd_school_report.cfm?PK=558
-118.421802351950902,34.289524368962589,559,8901,CHAVEZ LA - TCHR PREP ACAD,1001 ARROYO AVE,SAN FERNANDO,91340,S,HS,Chavez LA - Teacher Prep Acad,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Cesar E. Chavez Learning Academies - Teacher Preparation Academy,19647330124404, ,HS,Name: Cesar E. Chavez Learning Academies - Teacher Preparation Academy\nAddress: 1001 ARROYO AVE SAN FERNANDO 91340,navigatela/reports/lausd_school_report.cfm?PK=559
-118.226152736701138,33.990382381216385,560,7733,ASPIRE PACIFIC COLLEGE PREP ACAD,2565 58TH ST,HUNTINGTON PARK,90255,S,CSI,Aspire Pacific College Prep Acad,Independent Charter,High School,0,Aspire Pacific College Preparatory Academy,19647330122721, ,CHAR,Name: Aspire Pacific College Preparatory Academy\nAddress: 2565 58TH ST HUNTINGTON PARK 90255,navigatela/reports/lausd_school_report.cfm?PK=560
-118.219969004672663,34.072130435158449,561,7684,ALLIANCE SMIDT TECH,211 AVE 20,LOS ANGELES,90031,S,CSI,Alliance Smidt Tech,Independent Charter,High School,0,Alliance Susan and Eric Smidt Technology High School,19647330123133, ,CHAR,Name: Alliance Susan and Eric Smidt Technology High School\nAddress: 211 AVE 20 LOS ANGELES 90031,navigatela/reports/lausd_school_report.cfm?PK=561
-118.328756232487592,33.979328876230717,562,0491,M&O AREA S-1 OFF,6620 11TH AVE,LOS ANGELES,90043,X,A,M & O Area S-1 Office,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,M & O Area South-1 Office, , ,A,Name: M & O Area South-1 Office\nAddress: 6620 11TH AVE LOS ANGELES 90043,navigatela/reports/lausd_school_report.cfm?PK=562
-118.371402900794848,34.170046125457866,563,8607,EAST VALLEY HS,5525 VINELAND AVE,NORTH HOLLYWOOD,91601,S,HS,East Valley High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,East Valley High School,19647330112037, ,HS,Name: East Valley High School\nAddress: 5525 VINELAND AVE NORTH HOLLYWOOD 91601,navigatela/reports/lausd_school_report.cfm?PK=563
-118.331162004259426,33.990596672821788,564,8653,VIEW PK PREP ACC HS,5701 S CRENSHAW BLVD,LOS ANGELES,90043,S,CSI,View Pk Prep Acc HS,Independent Charter,High School,0,View Park Preparatory Accelerated High,19647330101196, ,CHAR,Name: View Park Preparatory Accelerated High\nAddress: 5701 S CRENSHAW BLVD LOS ANGELES 90043,navigatela/reports/lausd_school_report.cfm?PK=564
-118.381549958823967,34.280097579851933,565,8212,PUC LAKEVIEW CHARTER SCH,11465 KAGEL CANYON ST,LAKEVIEW TERRACE,91342,J,CSI,PUC Lakeview Chrtr School,Independent Charter,Middle School,0,PUC Lakeview Charter School,19647330102442, ,CHAR,Name: PUC Lakeview Charter School\nAddress: 11465 KAGEL CANYON ST LAKEVIEW TERRACE 91342,navigatela/reports/lausd_school_report.cfm?PK=565
-118.291004184056632,33.93265443575222,566,7630,WASHINGTON PC,860 W 112TH ST,LOS ANGELES,90044,EP,EP,Washington PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,Washington Primary Center,19647330109306, ,ES,Name: Washington Primary Center\nAddress: 860 W 112TH ST LOS ANGELES 90044,navigatela/reports/lausd_school_report.cfm?PK=566
-118.398012888783114,34.234954456680484,567,8093,SUN VALLEY HS,9171 TELFAIR AVE,SUN VALLEY,91352,S,HS,Sun Valley High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Sun Valley High School,19647330119651, ,HS,Name: Sun Valley High School\nAddress: 9171 TELFAIR AVE SUN VALLEY 91352,navigatela/reports/lausd_school_report.cfm?PK=567
-118.260316859260783,33.935439307686465,568,5183,ANIMO CHRTR MS #2,810 E 111TH PL,LOS ANGELES,90059,J,CSI,Animo Chrtr MS #2,Independent Charter,Middle School,0,Animo Charter Middle School #2,19647330124008, ,CHAR,Name: Animo Charter Middle School #2\nAddress: 810 E 111TH PL LOS ANGELES 90059,navigatela/reports/lausd_school_report.cfm?PK=568
-118.272246471542701,34.036616556371797,569,1459,ADMIN OFF-SR HS DIV,644 W 17TH ST,LOS ANGELES,90015,X,A,17th St Admin Off,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,17th Street Administrative Office, , ,A,Name: 17th Street Administrative Office\nAddress: 644 W 17TH ST LOS ANGELES 90015,navigatela/reports/lausd_school_report.cfm?PK=569
